ak,10452784,1,"Friday, April 13, 2012 09:20:17 UTC",62.7488,-149.7803,1.5,10.10, 4,"Central Alaska"
ak,10452779,1,"Friday, April 13, 2012 09:05:59 UTC",61.7321,-149.9664,1.1,35.10,10,"Southern Alaska"
ak,10452778,1,"Friday, April 13, 2012 09:03:15 UTC",60.1850,-152.0940,1.6,78.40, 6,"Southern Alaska"
nc,71763800,1,"Friday, April 13, 2012 08:48:37 UTC",38.8373,-122.8378,1.4,1.60,27,"Northern California"
nc,71763780,0,"Friday, April 13, 2012 08:19:31 UTC",38.8408,-122.8332,0.3,2.90, 9,"Northern California"
ak,10452768,1,"Friday, April 13, 2012 08:19:13 UTC",63.2743,-151.0057,1.0,7.70, 8,"Central Alaska"
nn,00374141,9,"Friday, April 13, 2012 07:55:02 UTC",38.3620,-117.9610,1.8,12.70,26,"Nevada"
pr,12104002,0,"Friday, April 13, 2012 07:54:25 UTC",18.4904,-64.9095,2.7,31.10, 7,"Virgin Islands region"
hv,60332296,1,"Friday, April 13, 2012 07:11:32 UTC",19.2807,-154.8682,1.9,5.90,17,"Hawaii region, Hawaii"
pr,12104001,0,"Friday, April 13, 2012 07:07:03 UTC",18.1770,-64.6095,3.2,137.60,12,"Virgin Islands region"
ci,15134761,0,"Friday, April 13, 2012 06:57:11 UTC",32.6617,-116.6178,1.5,8.10,18,"Southern California"
us,c00092gm,9,"Friday, April 13, 2012 06:48:05 UTC",39.8656,75.3538,4.5,63.40,38,"southern Xinjiang, China"
ci,15134753,0,"Friday, April 13, 2012 06:25:43 UTC",33.3617,-116.4128,1.8,9.70,92,"Southern California"
us,c00092ga,7,"Friday, April 13, 2012 06:21:36 UTC",38.2333,13.3294,4.7,26.80,153,"Sicily, Italy"
ak,10452749,1,"Friday, April 13, 2012 06:13:34 UTC",63.4175,-151.1253,0.9,0.10,10,"Central Alaska"
us,c00092gc,6,"Friday, April 13, 2012 06:13:16 UTC",-35.2100,-72.0197,4.7,40.30, 0,"Maule, Chile"
nc,71763645,0,"Friday, April 13, 2012 05:58:37 UTC",38.7527,-122.7380,1.4,1.60,14,"Northern California"
nc,71763640,0,"Friday, April 13, 2012 05:38:29 UTC",37.4547,-118.8365,1.0,6.20, 9,"Central California"
uw,60408866,3,"Friday, April 13, 2012 05:37:38 UTC",47.6525,-122.0755,1.1,15.10,31,"Seattle-Tacoma urban area, Washington"
us,c00092fj,6,"Friday, April 13, 2012 05:31:46 UTC",2.7576,89.5924,4.9,17.40,55,"North Indian Ocean"
pr,12104000,0,"Friday, April 13, 2012 05:31:23 UTC",18.9573,-67.6952,2.9,5.30,10,"Puerto Rico region"
ci,15134745,0,"Friday, April 13, 2012 05:16:48 UTC",34.6167,-116.6570,1.9,5.20,59,"Southern California"
us,c00092f6,4,"Friday, April 13, 2012 05:08:12 UTC",1.1825,91.5776,4.6,15.00,41,"North Indian Ocean"
ak,10452730,1,"Friday, April 13, 2012 04:57:37 UTC",62.8842,-150.4506,1.5,97.40,19,"Central Alaska"
nc,71763590,0,"Friday, April 13, 2012 04:50:12 UTC",38.8257,-122.8535,0.8,2.30,12,"Northern California"
us,c00092ez,4,"Friday, April 13, 2012 04:49:49 UTC",1.6074,91.0897,4.8,15.10,46,"North Indian Ocean"
nc,71763550,0,"Friday, April 13, 2012 04:33:50 UTC",37.5222,-118.7835,1.3,6.90,18,"Central California"
ak,10452719,1,"Friday, April 13, 2012 04:27:28 UTC",61.6424,-150.7768,1.7,59.60,14,"Southern Alaska"
us,c00092e9,6,"Friday, April 13, 2012 04:22:10 UTC",38.4057,43.4485,4.2,10.10,31,"eastern Turkey"
ci,15134721,0,"Friday, April 13, 2012 04:18:02 UTC",33.4537,-118.2347,2.6,0.10,38,"San Pedro Channel, California"
us,c00092e5,5,"Friday, April 13, 2012 04:15:11 UTC",-18.2665,168.0957,5.0,46.50,49,"Vanuatu"
ak,10452710,1,"Friday, April 13, 2012 04:12:48 UTC",63.2528,-149.4764,1.0,10.60, 8,"Central Alaska"
us,c00092dy,7,"Friday, April 13, 2012 04:02:39 UTC",-6.4313,130.0918,4.5,154.80,33,"Banda Sea"
ci,15134705,0,"Friday, April 13, 2012 03:58:20 UTC",35.3552,-119.9548,1.8,9.40,13,"Central California"
ak,10452697,1,"Friday, April 13, 2012 03:52:07 UTC",61.7233,-151.9884,2.6,40.00,16,"Southern Alaska"
ak,10452693,1,"Friday, April 13, 2012 03:48:50 UTC",62.4737,-151.6788,1.5,95.40,18,"Central Alaska"
ci,15134697,0,"Friday, April 13, 2012 03:47:10 UTC",33.5862,-116.6817,1.2,5.90,19,"Southern California"
us,c00092di,4,"Friday, April 13, 2012 03:38:38 UTC",2.6165,90.0729,4.5,15.50,43,"off the west coast of northern Sumatra"
ak,10452690,1,"Friday, April 13, 2012 03:29:38 UTC",63.4695,-151.3316,0.8,13.70, 5,"Central Alaska"
nc,71763480,0,"Friday, April 13, 2012 03:18:30 UTC",38.7923,-122.8345,0.9,2.30,11,"Northern California"
us,c00092dc,6,"Friday, April 13, 2012 03:17:20 UTC",1.0818,91.7717,4.4,14.10,38,"North Indian Ocean"
nc,71763475,1,"Friday, April 13, 2012 03:12:53 UTC",38.8067,-122.7922,1.8,3.30,27,"Northern California"
uw,60408851,2,"Friday, April 13, 2012 02:54:40 UTC",46.8027,-121.9178,0.7,9.70,18,"Washington"
ci,15134665,0,"Friday, April 13, 2012 02:34:44 UTC",33.7180,-116.7873,1.5,17.60,64,"Southern California"
ak,10452490,1,"Friday, April 13, 2012 02:20:35 UTC",57.6437,-153.8294,3.2,68.20,57,"Kodiak Island region, Alaska"
uw,60408846,1,"Friday, April 13, 2012 02:09:46 UTC",46.8033,-121.9133,0.5,9.60,13,"Washington"
ak,10452487,1,"Friday, April 13, 2012 01:56:27 UTC",63.4888,-151.2467,0.8,5.50, 6,"Central Alaska"
nc,71763455,0,"Friday, April 13, 2012 01:34:25 UTC",38.8425,-122.8325,0.5,1.40, 4,"Northern California"
ak,10452478,1,"Friday, April 13, 2012 01:16:24 UTC",64.2040,-149.5785,1.3,0.00,12,"Central Alaska"
nc,71763440,0,"Friday, April 13, 2012 01:02:06 UTC",38.8090,-122.7743,1.2,1.70,13,"Northern California"
nc,71763435,0,"Friday, April 13, 2012 00:49:40 UTC",38.7878,-122.7695,0.6,4.80,12,"Northern California"
us,c00092ab,8,"Friday, April 13, 2012 00:04:52 UTC",38.9686,44.2672,4.2,10.00,35,"Turkey-Iran border region"
nc,71763430,0,"Friday, April 13, 2012 00:00:21 UTC",38.7672,-122.7403,1.0,2.40, 8,"Northern California"
ci,15134633,0,"Thursday, April 12, 2012 23:44:11 UTC",33.6500,-116.7148,1.0,16.80,30,"Southern California"
ak,10452446,1,"Thursday, April 12, 2012 23:43:38 UTC",62.3225,-149.0160,2.2,7.80,39,"Central Alaska"
ci,15134625,0,"Thursday, April 12, 2012 23:41:23 UTC",34.4600,-117.9672,1.3,8.90,12,"Southern California"
ci,15134617,0,"Thursday, April 12, 2012 23:38:23 UTC",33.5083,-116.4678,1.4,5.50,55,"Southern California"
nc,71763420,0,"Thursday, April 12, 2012 23:37:31 UTC",38.8007,-122.8268,0.5,0.00, 5,"Northern California"
us,c000928z,3,"Thursday, April 12, 2012 23:15:47 UTC",-44.5093,94.2632,4.8,10.00,26,"southeast Indian Ridge"
ci,15134601,0,"Thursday, April 12, 2012 23:13:05 UTC",33.4650,-116.4360,1.0,13.10,28,"Southern California"
ak,10452427,1,"Thursday, April 12, 2012 23:10:57 UTC",65.0042,-147.3493,1.4,0.00, 7,"northern Alaska"
ci,15134585,0,"Thursday, April 12, 2012 23:06:45 UTC",33.0337,-116.3987,2.0,11.40,79,"Southern California"
nc,71763410,0,"Thursday, April 12, 2012 23:04:21 UTC",38.8085,-122.8017,1.0,2.00,17,"Northern California"
nc,71763405,0,"Thursday, April 12, 2012 22:55:47 UTC",38.8072,-122.8140,0.9,3.70,21,"Northern California"
ci,15134577,3,"Thursday, April 12, 2012 22:46:26 UTC",33.0385,-116.3857,2.8,9.40,103,"Southern California"
ak,10452193,1,"Thursday, April 12, 2012 22:42:10 UTC",60.1839,-150.8121,2.7,76.20,34,"Kenai Peninsula, Alaska"
uw,60408781,1,"Thursday, April 12, 2012 22:40:53 UTC",47.7873,-122.8522,0.4,17.80,11,"Puget Sound region, Washington"
us,c000927g,3,"Thursday, April 12, 2012 22:37:16 UTC",3.7202,92.6662,4.4,27.10,29,"off the west coast of northern Sumatra"
nc,71763395,0,"Thursday, April 12, 2012 22:27:30 UTC",38.8382,-122.7750,0.9,2.50,10,"Northern California"
ak,10452186,1,"Thursday, April 12, 2012 22:26:23 UTC",63.4398,-151.3656,1.6,0.10,11,"Central Alaska"
ci,15134561,0,"Thursday, April 12, 2012 22:18:59 UTC",33.4602,-116.4692,2.1,7.40,100,"Southern California"
nc,71763385,0,"Thursday, April 12, 2012 22:17:21 UTC",38.8010,-122.7937,0.5,2.90,11,"Northern California"
us,c000923w,5,"Thursday, April 12, 2012 21:42:23 UTC",1.0996,92.8247,4.8,28.70,70,"off the west coast of northern Sumatra"
nc,71763375,2,"Thursday, April 12, 2012 21:32:48 UTC",37.6445,-118.9243,0.4,7.30,11,"Long Valley area, California"
nc,71763370,0,"Thursday, April 12, 2012 21:29:02 UTC",38.8335,-122.7752,1.2,2.20,12,"Northern California"
nc,71763365,1,"Thursday, April 12, 2012 21:28:49 UTC",38.8335,-122.7742,1.7,2.60,31,"Northern California"
nc,71763380,2,"Thursday, April 12, 2012 21:28:14 UTC",37.6403,-118.9238,0.2,8.30,14,"Long Valley area, California"
ak,10452157,1,"Thursday, April 12, 2012 21:17:16 UTC",62.1346,-145.5766,1.7,18.50,12,"Central Alaska"
nm,041312a,B,"Thursday, April 12, 2012 21:12:29 UTC",35.3745,-92.0990,2.0,0.10,10,"Arkansas"
ak,10452154,1,"Thursday, April 12, 2012 21:11:20 UTC",63.2395,-151.0055,1.1,28.70, 6,"Central Alaska"
ci,15134529,1,"Thursday, April 12, 2012 20:58:12 UTC",33.5238,-116.4543,1.1,12.70,40,"Southern California"
ak,10452141,1,"Thursday, April 12, 2012 20:49:15 UTC",61.7071,-147.9922,2.7,26.40,58,"Southern Alaska"
ci,15134521,2,"Thursday, April 12, 2012 20:39:33 UTC",32.5970,-116.9935,1.6,0.00,21,"San Diego County urban area, California"
ci,15134513,0,"Thursday, April 12, 2012 20:15:06 UTC",33.5118,-116.5072,1.1,14.80,52,"Southern California"
ci,15134505,4,"Thursday, April 12, 2012 19:56:12 UTC",33.8633,-116.1702,0.7,2.70, 9,"Southern California"
ci,11092234,0,"Thursday, April 12, 2012 19:32:04 UTC",33.4715,-116.4527,1.1,11.30,35,"Southern California"
ci,11092218,0,"Thursday, April 12, 2012 19:17:12 UTC",33.8585,-116.1640,1.4,6.00,41,"Southern California"
ci,11092210,3,"Thursday, April 12, 2012 19:11:52 UTC",33.8582,-116.1525,2.4,2.30,34,"Southern California"
ci,11092202,0,"Thursday, April 12, 2012 19:09:29 UTC",33.8555,-116.1605,1.4,7.00,28,"Southern California"
ak,10452103,1,"Thursday, April 12, 2012 18:56:44 UTC",62.8224,-150.6409,1.5,50.00, 4,"Central Alaska"
ci,11092194,5,"Thursday, April 12, 2012 18:53:01 UTC",33.4642,-116.4663,3.5,7.70,122,"Southern California"
uw,60408681,1,"Thursday, April 12, 2012 18:49:40 UTC",47.8837,-122.6370,0.8,0.00, 8,"Puget Sound region, Washington"
ak,10452089,1,"Thursday, April 12, 2012 18:48:44 UTC",60.6865,-147.3964,2.3,36.90,23,"Southern Alaska"
nc,71763320,0,"Thursday, April 12, 2012 18:42:30 UTC",38.8397,-122.8273,0.6,2.20, 9,"Northern California"
pr,12103006,0,"Thursday, April 12, 2012 18:31:33 UTC",19.5139,-66.1920,3.6,87.00,16,"Puerto Rico region"
nc,71763310,0,"Thursday, April 12, 2012 18:23:42 UTC",38.7670,-122.7367,0.5,3.50, 7,"Northern California"
ci,11092186,0,"Thursday, April 12, 2012 18:11:21 UTC",32.6287,-115.9335,1.5,9.00,13,"Baja California, Mexico"
ak,10452069,1,"Thursday, April 12, 2012 18:03:22 UTC",65.7855,-153.4385,2.3,0.40, 8,"northern Alaska"
nc,71763300,0,"Thursday, April 12, 2012 17:59:32 UTC",36.5580,-121.1262,1.8,3.70,13,"Central California"
ak,10452052,1,"Thursday, April 12, 2012 17:46:29 UTC",64.2049,-149.5939,1.3,2.10,17,"Central Alaska"
ak,10452053,1,"Thursday, April 12, 2012 17:44:28 UTC",64.1789,-149.6201,1.1,12.80, 6,"Central Alaska"
nc,71763290,0,"Thursday, April 12, 2012 17:16:37 UTC",38.8152,-122.8220,0.4,2.90, 9,"Northern California"
ak,10452030,1,"Thursday, April 12, 2012 17:02:34 UTC",62.2488,-150.4959,1.4,5.40,11,"Central Alaska"
ak,10452026,1,"Thursday, April 12, 2012 17:01:26 UTC",61.4640,-149.6411,1.1,25.60, 6,"Southern Alaska"
uw,60408666,4,"Thursday, April 12, 2012 16:59:21 UTC",43.4263,-127.1035,2.7,5.00,37,"off the coast of Oregon"
ci,11092178,0,"Thursday, April 12, 2012 16:59:20 UTC",33.7363,-118.2605,1.4,2.10,12,"San Pedro Channel, California"
us,c00091qp,8,"Thursday, April 12, 2012 16:58:34 UTC",16.1607,-98.1134,4.2,1.00,55,"offshore Oaxaca, Mexico"
nc,71763285,0,"Thursday, April 12, 2012 16:52:15 UTC",38.8402,-122.8242,0.7,2.00,11,"Northern California"
nc,71763280,1,"Thursday, April 12, 2012 16:50:14 UTC",38.8162,-122.8185,1.2,2.80,25,"Northern California"
pr,12103005,0,"Thursday, April 12, 2012 16:44:45 UTC",18.8729,-64.1539,3.6,39.00,13,"Virgin Islands region"
ci,11092170,0,"Thursday, April 12, 2012 16:42:53 UTC",36.0608,-117.6575,1.3,2.60,17,"Central California"
ak,10452000,2,"Thursday, April 12, 2012 16:41:07 UTC",62.7899,-148.9851,4.0,67.60,90,"Central Alaska"
uw,60408651,7,"Thursday, April 12, 2012 16:25:13 UTC",43.5937,-126.8907,2.7,5.00,20,"off the coast of Oregon"
nc,71763270,0,"Thursday, April 12, 2012 16:16:21 UTC",38.7770,-122.7223,1.0,2.60, 9,"Northern California"
us,c00091nc,B,"Thursday, April 12, 2012 15:51:18 UTC",36.5813,141.8306,4.4,32.00,19,"near the east coast of Honshu, Japan"
nc,71763260,0,"Thursday, April 12, 2012 15:28:04 UTC",38.8023,-122.7920,0.6,6.60,10,"Northern California"
us,c00091m5,8,"Thursday, April 12, 2012 15:26:53 UTC",32.1732,141.8402,4.7,33.10,94,"Izu Islands, Japan region"
nc,71763255,0,"Thursday, April 12, 2012 15:19:48 UTC",38.8203,-122.7985,0.7,3.00,10,"Northern California"
us,c00091lf,8,"Thursday, April 12, 2012 15:07:33 UTC",3.4525,92.7183,4.8,11.00,74,"off the west coast of northern Sumatra"
nc,71763250,0,"Thursday, April 12, 2012 15:07:28 UTC",38.7790,-122.7148,1.9,0.40, 8,"Northern California"
nc,71763245,0,"Thursday, April 12, 2012 15:05:43 UTC",36.5543,-121.1240,1.7,4.20,14,"Central California"
us,c00091la,7,"Thursday, April 12, 2012 15:01:17 UTC",-7.7153,106.9509,4.8,42.80,90,"Java, Indonesia"
nc,71763235,0,"Thursday, April 12, 2012 14:52:55 UTC",36.5532,-121.1230,1.6,4.70, 8,"Central California"
nc,71763230,0,"Thursday, April 12, 2012 14:51:25 UTC",38.8250,-122.7842,0.4,2.20, 7,"Northern California"
us,c00091l5,6,"Thursday, April 12, 2012 14:50:52 UTC",37.5391,141.5681,5.6,23.20,400,"near the east coast of Honshu, Japan"
us,c00091l2,6,"Thursday, April 12, 2012 14:46:28 UTC",3.2874,93.7290,5.0,27.80,61,"off the west coast of northern Sumatra"
nc,71763225,0,"Thursday, April 12, 2012 14:45:17 UTC",38.8415,-122.7703,0.5,2.60,10,"Northern California"
us,c00091kw,4,"Thursday, April 12, 2012 14:31:37 UTC",4.1874,92.5508,4.7,29.70,41,"off the west coast of northern Sumatra"
ak,10451963,1,"Thursday, April 12, 2012 14:25:18 UTC",63.5444,-151.0806,0.7,8.20, 4,"Central Alaska"
ak,10451957,1,"Thursday, April 12, 2012 14:12:15 UTC",61.6342,-146.5718,1.3,46.50, 9,"Southern Alaska"
hv,60332031,1,"Thursday, April 12, 2012 14:08:14 UTC",19.3883,-155.2823,1.8,2.90,20,"Island of Hawaii, Hawaii"
ak,10451952,1,"Thursday, April 12, 2012 14:04:48 UTC",60.4131,-152.2082,1.6,78.20,10,"Southern Alaska"
ak,10451948,1,"Thursday, April 12, 2012 13:22:51 UTC",60.6922,-151.3502,1.2,51.70, 6,"Kenai Peninsula, Alaska"
nc,71763215,0,"Thursday, April 12, 2012 13:19:53 UTC",38.8177,-122.8135,1.0,3.10,16,"Northern California"
us,c00091it,5,"Thursday, April 12, 2012 13:09:48 UTC",2.4087,93.4207,5.3,30.40,91,"off the west coast of northern Sumatra"
